Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
4/11/1997;Grosse Pointe Blank;15000000;28084357;31070412
4/21/2000;Love and Basketball;15000000;27441122;27709625
9/8/2017;Home Again;15000000;26998410;33522184
10/27/2000;Book of Shadows: Blair Witch 2;15000000;26421314;47721314
10/10/1997;Boogie Nights;15000000;26410771;43111725
7/23/2010;Ramona and Beezus;15000000;26167002;27469621
8/27/2014;The November Man;15000000;25018119;34820335
5/3/1996;The Craft;15000000;24769466;55669466
12/28/2005;Match Point;15000000;23089926;87973835
11/5/1993;The Remains of the Day;15000000;22954968;63954968
1/15/1993;Nowhere to Run;15000000;22189039;52189039
9/22/2000;Urban Legends: Final Cut;15000000;21468807;38574362
3/29/2013;The Place Beyond the Pines;15000000;21403519;47011449
10/20/2006;Flicka;15000000;21000147;21896367
3/23/2007;The Hills Have Eyes II;15000000;20804166;37466538
4/29/2016;Keanu;15000000;20591853;20609977
12/22/2010;Country Strong;15000000;20218921;20601987
10/11/2002;Tuck Everlasting;15000000;19161999;19344615
10/13/2006;The Marine;15000000;18844784;22165608
7/24/1998;Disturbing Behavior;15000000;17507368;19014238
3/6/1998;The Big Lebowski;15000000;17498804;46189568
7/25/2014;A Most Wanted Man;15000000;17237855;36068890
6/26/2009;The Hurt Locker;15000000;17017811;49894223
1/28/2000;Eye of the Beholder;15000000;16500786;18260865
11/2/2012;The Man with the Iron Fists;15000000;15634090;22018988
5/11/1984;Firestarter;15000000;15136870;15136870
11/30/2012;Killing Them Softly;15000000;14945541;39238443
4/20/2001;Freddy Got Fingered;15000000;14249005;14249005
8/19/2011;One Day;15000000;13843771;59168692
6/25/2004;De-Lovely;15000000;13337299;18524496
10/2/2009;Whip It;15000000;13043363;18856151
1/11/2008;The Pirates Who Don't Do Anything: A VeggieTales Movie;15000000;12981269;13248444
1/23/2008;U2 3D;15000000;12898847;26170402
9/1/2000;Highlander: Endgame;15000000;12801190;12801190
1/20/2017;The Founder;15000000;12786243;18301418
8/25/2006;Idlewild;15000000;12669914;12669914
4/25/2003;Confidence;15000000;12212417;12212417
10/11/2002;Knockaround Guys;15000000;11660180;12419700
8/27/1999;The Muse;15000000;11614954;11614954
4/3/1998;Barney's Great Adventure;15000000;11156471;11156471
3/1/1989;New York Stories;15000000;10763469;10763469
11/25/1998;Home Fries;15000000;10513979;10513979
3/24/2000;Here on Earth;15000000;10494147;10845127
10/8/2004;Raise Your Voice;15000000;10411980;14811980
12/18/1985;Brazil;15000000;9929135;9930649
4/23/1993;The Dark Half;15000000;9579068;9579068
3/2/2007;Black Snake Moan;15000000;9396870;10951153
2/21/2003;Dark Blue;15000000;9237470;12262065
5/10/2013;Peeples;15000000;9177065;9307166
6/22/2007;A Mighty Heart;15000000;9176787;19153568
9/30/1983;Brainstorm;15000000;8921050;8921050
3/24/2000;Whatever it Takes;15000000;8735529;8735529
3/21/2003;Boat Trip;15000000;8586376;14933713
5/22/2002;The Importance of Being Earnest;15000000;8378141;8378141
5/21/1999;The Love Letter;15000000;8322608;8322608
5/5/2006;Hoot;15000000;8117637;8224998
2/8/2008;In Bruges;15000000;7800825;34533783
1/4/2013;Promised Land;15000000;7597898;12394562
10/8/2001;Mulholland Drive;15000000;7219578;11919578
8/20/2008;The Rocker;15000000;6409528;8767338
8/21/2009;Post Grad;15000000;6380019;6561243
6/19/2009;Whatever Works;15000000;5306706;35106706
7/19/2000;The In Crowd;15000000;5217498;5217498
12/14/2005;Los tres entierros de Melquiades Estrada;15000000;5027684;13454474
9/24/1999;Jakob the Liar;15000000;4956401;4956401
9/28/2007;Se jie;15000000;4604982;65261291
10/21/2005;Kiss Kiss- Bang Bang;15000000;4235837;16829464
4/30/1999;Idle Hands;15000000;4023741;4023741
10/30/2015;Scouts Guide to the Zombie Apocalypse;15000000;3703046;15554855
1/26/2007;Blood and Chocolate;15000000;3526588;6551310
9/22/2010;You Will Meet a Tall Dark Stranger;15000000;3247816;34247816
9/15/2010;Never Let Me Go;15000000;2434652;11173718
12/25/2003;The Company;15000000;2281585;3396508
7/18/2008;Transsiberian;15000000;2203641;6379575
10/22/1999;Crazy in Alabama;15000000;1954202;1954202
1/17/1986;The Clan of the Cave Bear;15000000;1953732;1953732
3/14/2008;Funny Games;15000000;1294640;8200127
6/2/2006;Banlieue 13;15000000;1200216;11599903
11/12/1999;Felicia's Journey;15000000;824295;1970268
1/25/2002;Metropolis;15000000;673414;1405032
10/16/2015;Nie yin niang;15000000;632542;6832542
12/1/1995;Things to Do in Denver when You're Dead;15000000;529766;529766
4/26/2013;The Reluctant Fundamentalist;15000000;528731;528731
2/6/2004;The Return;15000000;501752;5953886
7/25/2003;Buffalo Soldiers;15000000;353743;353743
4/25/2003;Steal (Canadian Release);15000000;220944;220944
8/27/2010;Centurion;15000000;123570;7885048
10/23/2009;Ong-Bak 2;15000000;102458;7583050
12/31/1996;Silent Trigger;15000000;76382;76382
8/1/2008;Midnight Meat Train;15000000;73548;1590246
9/6/2013;Winnie Mandela;15000000;61847;61847
11/4/2011;The Son of No One;15000000;30680;1148578
10/25/2002;All the Queen's Men;15000000;22723;22723
10/5/2007;The Good Night;15000000;22441;22441
12/6/2013;Khumba;15000000;0;20898221
5/5/2015;A Few Best Men;15000000;0;17224539
10/10/2014;Automata;15000000;0;6775458
12/31/2015;Chiamatemi Francesco - Il papa della gente;15000000;0;3454036
12/31/2008;Bathory;15000000;0;3436763
12/31/2005;Dungeons & Dragons: Wrath of the Dragon God;15000000;0;909822
2/17/2017;In Dubious Battle;15000000;0;214182
9/1/2015;Broken Horses;15000000;0;3471
6/29/2001;Pandaemonium;15000000;0;0
2/5/2010;Shinjuku Incident;15000000;0;0
8/10/2018;The Meg;15000000;0;0
2/12/1993;Groundhog Day;14600000;70906973;70906973
7/1/2015;Magic Mike XXL;14500000;66013057;123709460
11/1/1996;Romeo+Juliet;14500000;46338728;147542381
7/22/2011;Elle s'appelait Sarah;14500000;7691700;25480031
6/5/2015;Freedom;14500000;0;812783
8/7/1992;Unforgiven;14400000;101157447;159157447
1/27/2006;Manderlay;14200000;74205;543306
3/23/1990;Pretty Woman;14000000;178406268;432645872
9/18/1987;Fatal Attraction;14000000;156645693;320100000
11/12/2008;Slumdog Millionaire;14000000;141319928;384519665
12/17/1974;Towering Inferno;14000000;116000000;139700000
5/25/1988;Crocodile Dundee 2;14000000;109306210;239606210
12/20/1989;Born on the Fourth of July;14000000;70001698;70001698
10/1/1993;Cool Runnings;14000000;68856263;155056263
1/12/2007;Stomp the Yard;14000000;61356221;75525718
1/16/2009;My Bloody Valentine;14000000;51545952;102836002
8/31/2012;The Possession;14000000;49130588;82925064
10/22/1982;First Blood;14000000;47212904;125212904
7/13/1977;The Spy Who Loved Me;14000000;46800000;185400000
9/25/1998;Urban Legend;14000000;38116707;72571864
12/9/1981;Taps;14000000;35856053;35856053
2/24/2012;Tyler Perry's Good Deeds;14000000;35025791;35579177
1/18/1991;White Fang;14000000;34729091;34729091
12/21/1988;Dangerous Liaisons;14000000;34700000;34700000
10/8/1999;Superstar;14000000;30628981;30628981
1/13/2012;The Iron Lady;14000000;29959436;115592104
7/23/1993;Poetic Justice;14000000;27450453;27450453
10/4/2002;Jonah: A VeggieTales Movie;14000000;25571351;25608779
3/8/2002;All About the Benjamins;14000000;25482931;25873145
6/17/1977;Exorcist II: The Heretic;14000000;25011000;25011000
3/12/2010;Our Family Wedding;14000000;20255281;21410546
10/27/1995;Vampire in Brooklyn;14000000;19637147;19637147
5/5/2006;An American Haunting;14000000;16298046;30443277
8/22/2003;My Boss's Daughter;14000000;15549702;15549702
8/7/2009;A Perfect Getaway;14000000;15515460;22815460
10/25/1996;Thinner;14000000;15171475;15171475
8/21/1998;Dead Man on Campus;14000000;15064948;15064948
5/14/1999;Tea with Mussolini;14000000;14395874;14395874
6/22/1977;New York- New York;14000000;13800000;13800000
4/26/2002;Jason X;14000000;13121555;16951798
5/13/1994;Crooklyn;14000000;13024170;13024170
3/16/2007;I Think I Love My Wife;14000000;12559771;13205411
2/20/2015;Hot Tub Time Machine 2;14000000;12314651;12452601
11/17/2006;Bobby;14000000;11242801;20597806
2/2/2001;Head Over Heels;14000000;10397365;10397365
10/26/2012;Fun Size;14000000;9409538;11166615
4/23/1999;Lost and Found;14000000;6552255;6552255
11/30/2007;Le Scaphandre et le Papillon;14000000;5990075;22754472
10/6/2006;Little Children;14000000;5463019;14121177
4/21/2000;Gossip;14000000;5108820;12591270
3/26/1999;A Walk on the Moon;14000000;4741987;4741987
10/23/2015;Suffragette;14000000;4702420;34044909
10/27/2006;Catch a Fire;14000000;4299773;5782198
12/19/2014;Mr. Turner;14000000;3958546;25187026
9/7/2001;Soul Survivors;14000000;3100650;4288246
5/22/2009;Easy Virtue;14000000;2656784;20537741
3/31/1995;Jefferson in Paris;14000000;2461628;2461628
8/6/2010;Flipped;14000000;1755212;4289993
1/1/1978;Caravans;14000000;1000000;1000000
6/25/2010;Les herbes folles;14000000;403952;1903952
1/24/2003;Amen;14000000;274299;274299
9/26/2008;The Lucky Ones;14000000;266967;266967
9/30/2011;Margaret;14000000;47185;623292
11/1/2016;Reign of Assassins;14000000;0;11354230
10/27/2009;Stan Helsing: A Parody;14000000;0;1553556
12/9/2005;Brokeback Mountain;13900000;83043761;177012173
7/1/1995;Clueless;13700000;56598476;56598476
12/31/2008;Ca$h;13700000;0;11738256
3/30/1990;Teenage Mutant Ninja Turtles;13500000;135265915;202000000
10/5/1956;The Ten Commandments;13500000;80000000;80000000
11/8/2002;Far From Heaven;13500000;15901849;29027914
10/12/2012;Seven Psychopaths;13500000;15024049;33035736
11/22/2000;Quills;13500000;7060876;11732088
1/29/1982;The Border;13500000;6118683;6118683
2/18/2005;Der Untergang;13500000;5501940;93631744
3/2/2001;The Caveman's Valentine;13500000;687081;892506
4/1/2011;The Last Godfather;13400000;164247;164247
4/4/2014;Under the Skin;13300000;2614251;7229933
12/17/2004;Mar adentro;13300000;2086345;39686345
9/12/2014;No Good Deed;13200000;52543632;54323210
12/23/1987;Good Morning Vietnam;13000000;123922370;123922370
12/3/2010;Black Swan;13000000;106954678;331266710
1/12/2001;Save the Last Dance;13000000;91038276;122244329
2/11/2011;Justin Bieber: Never Say Never;13000000;73013910;99034125
3/16/2016;Miracles from Heaven;13000000;61705123;73798720
2/11/2000;Snow Day;13000000;60008303;62452927
1/23/2004;The Butterfly Effect;13000000;57924679;95638592
12/11/1974;The Godfather: Part II;13000000;57300000;57300000
6/24/2016;The Shallows;13000000;55121623;118888025
7/17/1987;RoboCop;13000000;53424681;53424681
8/19/1988;A Nightmare on Elm Street 4: The Dream Master;13000000;49369899;49369899
11/21/2007;This Christmas;13000000;49121934;49733545
2/14/2014;About Last Night;13000000;48637684;50445860
12/15/2000;Dude- Where's My Car?;13000000;46729374;73180297
8/12/1988;Young Guns;13000000;44726644;44726644
10/10/2014;St. Vincent;13000000;44137712;54837234
7/2/2014;Earth to Echo;13000000;38934842;42174545
3/31/1999;10 Things I Hate About You;13000000;38177966;60414025
5/10/2002;The New Guy;13000000;28972187;28972187
2/5/1993;Loaded Weapon 1;13000000;27979399;27979399
3/12/1999;Baby Geniuses;13000000;27151490;27151490
4/24/1998;The Big Hit;13000000;27066941;27066941
11/9/1990;Child's Play 2;13000000;26904572;34166572
7/10/1996;Harriet the Spy;13000000;26570048;26570048
3/1/2013;21 and Over;13000000;25682380;42195766
11/21/2007;The Mist;13000000;25593755;57189408
4/10/2015;Ex Machina;13000000;25440971;38976797
10/29/1999;Being John Malkovich;13000000;22858926;32382381
9/7/2001;Two Can Play That Game;13000000;22235901;22391450
3/11/2016;Eye in the Sky;13000000;18704596;34916128
3/22/2013;Admission;13000000;18007317;18733666
9/21/2012;The Perks of Being a Wallflower;13000000;17742948;33069303
6/29/2001;crazy/beautiful;13000000;16929123;19929123
8/28/1998;54;13000000;16757163;16757163
10/16/2015;Room;13000000;14677674;36262783
12/20/2006;Letters from Iwo Jima;13000000;13756082;67867998
5/29/2009;Män som hatar kvinnor;13000000;12749992;109421911
2/23/2007;The Astronaut Farmer;13000000;11003643;11141213
6/12/1998;Dirty Work;13000000;10020081;10020081
5/8/1998;Woo;13000000;8064972;8064972
4/13/1994;Serial Mom;13000000;7881335;7881335
8/4/1999;Dick;13000000;6276869;6276869
11/10/1999;Light It Up;13000000;5871603;5871603
8/24/2001;Bubble Boy;13000000;5002310;5002310
2/1/2002;Birthday Girl;13000000;4919896;8130727
5/4/2007;Paris- je t'aime;13000000;4857374;5175088
8/24/2007;Resurrecting the Champ;13000000;3172382;3260555
3/26/2010;Chloe;13000000;3075255;11831131
3/2/2001;The Widow of St. Pierre;13000000;3058380;3058380
4/5/1996;Faithful;13000000;2104439;2104439
2/26/2010;Un Prophète;13000000;2087720;19910624
12/3/2010;I Love You- Phillip Morris;13000000;2037459;23014027
7/24/2015;The Vatican Tapes;13000000;1784763;14999638
3/17/2006;Find Me Guilty;13000000;1173673;2898225
5/14/1993;Excessive Force;13000000;1152117;1152117
10/13/2006;Infamous;13000000;1151330;2613717
7/29/2011;Attack the Block;13000000;1024175;6459183
8/14/2015;Brothers;13000000;656688;17856688
12/29/2000;The Claim;13000000;622023;1375635
12/23/2011;In The Land of Blood and Honey;13000000;303877;509193
6/18/2010;The Killer Inside Me;13000000;217277;3617277
3/30/2012;Womb;13000000;0;0
3/15/2013;The Call;12800000;51872378;69821476
8/5/2016;Operation Chromite;12700000;1022720;49196532
9/12/2014;The Drop;12600000;10724389;19054534
7/12/2002;Crocodile Hunter: Collision Course;12500000;28436931;33436931
9/3/2010;Machete;12500000;26593646;46370970
12/19/2002;Antwone Fisher;12500000;21078145;23367586
2/12/1982;La Guerre du feu;12500000;20959585;20959585
11/22/2002;The Emperor's Club;12500000;14060950;16193713
9/10/1993;True Romance;12500000;12281000;12309980
9/11/2009;Sorority Row;12500000;11965282;26735797
9/30/1992;Glengarry Glen Ross;12500000;10725228;10725228
11/7/2008;The Boy in the Striped Pyjamas;12500000;9046156;44083403
4/2/1982;Cat People;12500000;7000000;21000000
5/25/1979;The Prisoner of Zenda;12500000;7000000;7000000
10/15/2010;Conviction;12500000;6797696;11826980
10/12/2007;Lars and the Real Girl;12500000;5956480;11277119
5/21/2010;Solitary Man;12500000;4360548;4360548
9/22/2000;Dancer in the Dark;12500000;4157491;45557491
12/17/2010;Casino Jack;12500000;2039869;2272186
12/31/1997;Oscar and Lucinda;12500000;1612957;1612957
11/1/1996;The Funeral;12500000;1212799;1412799
9/3/2004;Tae Guik Gi: The Brotherhood of War;12500000;1110186;69826708
4/16/2010;The Perfect Game;12500000;1089445;3931367
10/5/2012;The Paperboy;12500000;677200;3522153
3/1/2013;Ernest et Celestine;12500000;292562;9376444
5/4/2012;A Little Bit of Heaven;12500000;10011;1100287
11/18/1988;The Land Before Time;12300000;48092846;81972846
6/20/1975;Jaws;12000000;260000000;470700000
12/26/1973;The Exorcist;12000000;202347346;400214478
6/6/2014;The Fault in Our Stars;12000000;124872350;307166834
7/9/1999;American Pie;12000000;101800948;234723148
4/20/2012;Think Like a Man;12000000;91547205;113373764
4/16/2014;Heaven is for Real;12000000;91386097;100919111
12/12/1986;The Golden Child;12000000;79817937;79817937
6/4/1982;Star Trek II: The Wrath of Khan;12000000;78912963;95800000
9/13/2002;Barbershop;12000000;75781642;77063461
6/3/1983;WarGames;12000000;74433837;74433837
2/4/1994;Ace Ventura: Pet Detective;12000000;72217396;107217396
2/24/2012;Act of Valor;12000000;70012847;82497035
2/8/1985;Witness;12000000;65532576;65532576
8/11/2006;Step Up;12000000;65328121;110989157
2/3/2012;Chronicle;12000000;64575175;123681790
12/20/1996;Beavis and Butt-Head Do America;12000000;63118386;63118386
1/1/1970;Patton;12000000;62500000;62500000
3/2/2012;Project X;12000000;54731865;103028188
11/25/2016;Lion;12000000;51728731;145712310
12/25/1997;Jackie Brown;12000000;39673162;74727492
11/18/1983;Yentl;12000000;39012241;39012241
4/25/2008;Harold & Kumar Escape from Guantanamo Bay;12000000;38108728;43353117
11/22/2013;Philomena;12000000;37709979;98963392
11/6/1981;Time Bandits;12000000;37400000;37400000
2/15/2002;Crossroads;12000000;37188667;57000000
7/24/2015;Paper Towns;12000000;32000304;85512300
10/10/2008;Quarantine;12000000;31691811;41924774
8/21/2002;One Hour Photo;12000000;31597131;52223306
2/1/2008;The Eye;12000000;31418697;57577765
4/7/2004;Johnson Family Vacation;12000000;31203964;31286759
12/21/2001;How High;12000000;31155435;31222395
10/7/1960;Spartacus;12000000;30000000;60000000
9/1/2006;Crank;12000000;27838408;43924923
12/11/1992;The Muppet Christmas Carol;12000000;27281507;27281507
8/12/2016;Hell or High Water;12000000;27007844;37584304
10/25/2002;Frida;12000000;25885000;56131239
7/5/2012;Katy Perry: Part of Me;12000000;25326071;32700439
12/12/2014;Top Five;12000000;25317379;25514848
9/11/1998;Rounders;12000000;22921898;22921898
4/28/1967;Casino Royale;12000000;22744718;41744718
6/15/1979;Prophecy;12000000;22673340;22673340
1/30/2015;Project Almanac;12000000;22348241;32909437
5/14/2010;Just Wright;12000000;21540363;21867665
9/10/1999;Stir of Echoes;12000000;21133087;21133087
1/13/1995;Tales from the Crypt: Demon Knight;12000000;21089146;21089146
1/1/1978;The Boys from Brazil;12000000;19000000;19000000
3/11/2005;The Upside of Anger;12000000;18761993;28915761
3/3/2006;Aquamarine;12000000;18597342;22978953
11/15/2013;Nebraska;12000000;17654912;24761360
1/9/2004;My Baby's Daddy;12000000;17321573;17322212
10/5/2001;Max Keeble's Big Move;12000000;17292381;17292381
12/9/2011;Young Adult;12000000;16311571;22750356
11/1/2013;About Time;12000000;15323921;89309178
7/14/2017;Wish Upon;12000000;14301505;20743742
8/6/1997;Def Jam's How To Be a Player;12000000;14010363;14010363
10/30/1998;Living Out Loud;12000000;12905901;12905901
10/3/2008;Rachel Getting Married;12000000;12796861;17475475
3/20/1981;The Postman Always Rings Twice;12000000;12200000;44200000
12/12/2003;Girl with a Pearl Earring;12000000;11634362;43281552
2/10/1982;Das Boot;12000000;11487676;84970337
4/21/2017;Unforgettable;12000000;11368012;15668012
12/3/2004;House of Flying Daggers;12000000;11050094;92863945
3/22/2002;Sorority Boys;12000000;10198766;12516222
12/5/2008;Cadillac Records;12000000;8195551;8942516
9/14/2012;Arbitrage;12000000;7919574;35830713
10/24/1960;The Alamo;12000000;7900000;7900000
10/13/2017;Marshall;12000000;7824499;7865187
5/12/2000;Screwed;12000000;6982680;6982680
10/20/2006;Running With Scissors;12000000;6860000;8706701
9/3/1993;Fortress;12000000;6730578;46730578
6/1/2012;For Greater Glory;12000000;5669081;10026255
11/17/2006;For Your Consideration;12000000;5549923;5549923
11/20/1998;Celebrity;12000000;5078660;6200000
6/20/2003;From Justin to Kelly;12000000;4922166;4922166
6/6/1986;Invaders from Mars;12000000;4884663;4984663
3/22/1996;Girl 6;12000000;4880941;4880941
