Release Date;Movie;Production Budget;Domestic Gross;Worldwide Gross
11/4/1994;Frankenstein;45000000;22006296;112006296
10/4/1996;The Glimmer Man;45000000;20404841;36404841
7/17/1996;Multiplicity;45000000;20133326;20133326
1/19/2001;The Pledge;45000000;19719930;29406132
12/16/2005;The Producers: The Movie Musical;45000000;19398532;32952995
6/7/1996;The Phantom;45000000;17220599;17220599
7/1/2005;Rebound;45000000;16809014;17492014
2/19/2010;The Ghost Writer;45000000;15541549;65532491
12/22/2000;All the Pretty Horses;45000000;15527125;18120267
9/5/2008;Bangkok Dangerous;45000000;15298133;46598133
12/20/1995;Nixon;45000000;13668249;34668249
9/21/2012;Dredd;45000000;13414714;41467606
10/28/2011;The Rum Diary;45000000;13109815;21544732
1/30/1998;Deep Rising;45000000;11203026;11203026
10/21/2011;Johnny English Reborn;45000000;8305970;164539660
9/26/2008;Miracle at St. Anna;45000000;7916887;9676497
4/5/2002;Big Trouble;45000000;7262288;8488871
12/21/2006;Man cheng jin dai huang jin jia;45000000;6566773;76904429
11/16/2007;Love in the Time of Cholera;45000000;4617608;31077418
12/25/2002;Pinocchio;45000000;3681811;31681811
1/31/1997;Shadow Conspiracy;45000000;2154540;2154540
12/31/2012;Foodfight!;45000000;0;73706
10/12/2012;Argo;44500000;136025503;227140757
8/6/1993;The Fugitive;44000000;183875760;353715317
5/22/1985;Rambo: First Blood Part II;44000000;150415432;300400000
10/18/1996;Sleepers;44000000;53300852;165600852
7/30/2010;Charlie St. Cloud;44000000;31206263;48478084
2/2/1996;The Juror;44000000;22730924;22730924
2/6/2014;The Interview;44000000;6105175;12342632
11/19/1980;Heaven's Gate;44000000;3484331;3484523
6/28/2013;The Heat;43000000;159581587;229727774
12/19/2000;Finding Forrester;43000000;51768623;80013623
4/14/2000;28 Days;43000000;37035515;62063972
5/13/2005;Danny the Dog;43000000;24537621;49037621
4/12/2002;The Sweetest Thing;43000000;24430272;63078756
1/6/2017;A Monster Calls;43000000;3740823;46422817
1/28/2011;The Mechanic;42500000;29121498;76347393
6/30/1993;The Firm;42000000;158340892;270340892
3/16/2012;21 Jump Street;42000000;138447667;202812429
5/28/1999;Notting Hill;42000000;116089678;363728226
6/21/2000;Chicken Run;42000000;106793915;227793915
1/16/2004;Along Came Polly;42000000;88073507;173044410
7/1/1992;Boomerang;42000000;70052444;131052444
7/10/2009;Brüno;42000000;60054530;138708527
6/12/1963;Cleopatra;42000000;57000000;71000000
5/12/2017;Snatched;42000000;45852178;57852177
10/12/2012;Here Comes the Boom;42000000;45290318;73239258
4/5/2002;High Crimes;42000000;41543207;63781100
11/15/1996;The Mirror Has Two Faces;42000000;41267469;41267469
3/11/2011;Red Riding Hood;42000000;37662162;91678442
1/25/2002;The Mothman Prophecies;42000000;35228696;56438555
7/14/1989;Licence to Kill;42000000;34667015;156167015
1/27/2012;One for the Money;42000000;26414527;36197221
3/9/2001;15 Minutes;42000000;24375436;56331864
9/16/2005;Lord of War;42000000;24149632;60437727
5/28/1993;Super Mario Bros.;42000000;20844907;20844907
10/2/1992;Hero;42000000;19487173;66787173
1/27/2012;Man on a Ledge;42000000;18620000;45688337
12/3/2010;The Warrior's Way;42000000;5666340;8514325
4/18/1997;McHale's Navy;42000000;4408420;4408420
5/28/2010;Micmacs;42000000;1259693;11756922
12/31/2006;Les Bronzés 3: amis pour la vie;42000000;0;83833602
12/31/2015;Pourquoi j'ai pas mangé mon père;42000000;0;182156
11/8/2002;8 Mile;41000000;116724075;245768384
5/11/2001;A Knight’s Tale;41000000;56083966;100622586
8/22/2003;The Medallion;41000000;22108977;22108977
10/14/2011;The Big Year;41000000;7204138;7684524
8/6/1999;The Sixth Sense;40000000;293506292;672806292
7/15/2005;Wedding Crashers;40000000;209218368;283218368
6/11/2010;The Karate Kid;40000000;176591618;351774938
2/13/2015;Fifty Shades of Grey;40000000;166167230;570998101
6/19/2009;The Proposal;40000000;163958031;314709717
12/13/2013;American Hustle;40000000;150117807;257878294
12/25/2003;Cheaper by the Dozen;40000000;138614544;190212113
7/25/2014;Lucy;40000000;126573960;457507776
12/25/2013;Lone Survivor;40000000;125095601;149804632
11/22/1989;Back to the Future Part II;40000000;118450002;332000000
9/24/1999;Double Jeopardy;40000000;116735231;177835231
7/25/2003;Spy Kids 3-D: Game Over;40000000;111760631;167851995
7/24/1996;A Time to Kill;40000000;108766007;152266007
7/1/1992;A League of Their Own;40000000;107533925;132440066
6/10/2016;The Conjuring 2: The Enfield Poltergeist;40000000;102470008;311270008
10/1/2010;The Social Network;40000000;96962694;224922135
4/12/2013;42;40000000;95020213;97470701
8/7/2009;Julie & Julia;40000000;94125426;126646119
2/6/2009;He's Just Not That Into You;40000000;93953653;181053657
2/10/2017;John Wick: Chapter Two;40000000;92029184;166893990
1/15/2016;Ride Along 2;40000000;90862685;124827316
4/14/2006;Scary Movie 4;40000000;90710620;178710620
3/27/2015;Get Hard;40000000;90411453;106511453
2/4/2000;Scream 3;40000000;89138076;161838076
5/24/1990;Back to the Future Part III;40000000;88055283;244088654
10/14/2016;The Accountant;40000000;86260045;153060045
11/14/2014;Dumb and Dumber To;40000000;86208010;156553592
4/25/2014;The Other Woman;40000000;83911193;195111193
11/13/1992;Bram Stoker's Dracula;40000000;82522790;215862692
2/17/2006;Eight Below;40000000;81612565;120455994
12/24/1999;The Talented Mr. Ripley;40000000;81292135;128792135
9/25/2015;The Intern;40000000;75764672;197232734
9/25/1992;The Last of the Mohicans;40000000;75505856;75505856
10/29/2004;Ray;40000000;75305995;124823094
4/1/2005;Sin City;40000000;74103820;158527918
10/16/2015;Bridge of Spies;40000000;72313754;162610473
2/22/2008;Vantage Point;40000000;72266306;150886329
3/20/2009;I Love You- Man;40000000;71440011;91729503
11/9/2001;Shallow Hal;40000000;70836296;70836296
12/20/1991;JFK;40000000;70405498;205400000
1/27/2006;Big Momma's House 2;40000000;70165972;137047376
11/4/2016;Hacksaw Ridge;40000000;67209615;158701644
3/2/2001;The Mexican;40000000;66808615;145238250
8/28/2009;The Final Destination;40000000;66477700;187384627
4/17/2009;17 Again;40000000;64167069;139474906
2/18/2011;Unknown;40000000;63686397;136123083
6/4/2010;Get Him to the Greek;40000000;61153526;91455875
11/21/2003;Gothika;40000000;59588068;141484812
11/30/2001;Behind Enemy Lines;40000000;58855732;58855732
3/18/2011;The Lincoln Lawyer;40000000;58009200;87145086
10/15/2004;Shall We Dance?;40000000;57887882;118097882
8/25/2006;Invincible;40000000;57806952;58501127
2/15/2013;Escape From Planet Earth;40000000;57012977;74156610
7/10/1998;Small Soldiers;40000000;55143823;71743823
7/31/1997;Spawn;40000000;54979992;87949859
11/26/2014;Horrible Bosses 2;40000000;54445357;105945357
1/25/2002;The Count of Monte Cristo;40000000;54228104;75389090
10/20/2006;The Prestige;40000000;53089891;104407366
6/16/2006;The Lake House;40000000;52330111;114830111
7/9/2010;Predators;40000000;52000688;127234389
8/15/2012;The Odd Life of Timothy Green;40000000;51853450;55249159
7/31/1987;The Living Daylights;40000000;51185000;191200000
12/8/2006;Apocalypto;40000000;50866635;121032272
2/14/2007;Music and Lyrics;40000000;50572589;146300356
6/18/1986;Legal Eagles;40000000;49851591;49851591
3/12/2004;Secret Window;40000000;47958031;92111551
8/12/2005;The Skeleton Key;40000000;47907715;92256918
6/20/2014;Jersey Boys;40000000;47047013;65282732
5/2/2008;Made of Honor;40000000;46012734;106548738
11/21/1997;The Rainmaker;40000000;45916769;45916769
2/7/1992;Medicine Man;40000000;44948240;44948240
12/12/1997;Amistad;40000000;44212592;58250151
5/30/2014;A Million Ways to Die in The West;40000000;42720965;86778557
8/12/2011;Final Destination 5;40000000;42587643;155011165
4/8/2005;Fever Pitch;40000000;42071069;50071069
12/25/2007;Aliens vs. Predator - Requiem;40000000;41797066;128884494
12/25/2007;The Water Horse: Legend of the Deep;40000000;40412817;103429755
7/18/2014;Sex Tape;40000000;38543473;126069509
4/15/2011;Scream 4;40000000;38180928;95989590
12/21/1994;Ri¢hie Ri¢h;40000000;38087756;38087756
8/11/2000;Autumn in New York;40000000;37752931;90717684
3/18/2011;Paul;40000000;37412945;101162106
12/19/2012;The Guilt Trip;40000000;37134215;41294674
8/26/2011;Colombiana;40000000;36665854;72295262
2/26/1999;8MM;40000000;36443442;96398826
2/18/2000;Hanging Up;40000000;36037909;51867723
3/1/1991;The Doors;40000000;34416893;34416893
8/20/1999;Mickey Blue Eyes;40000000;33864342;53864342
10/20/2000;Pay it Forward;40000000;33508922;55696705
4/8/2011;Arthur;40000000;33035397;47787943
3/21/2008;Drillbit Taylor;40000000;32862104;49686263
12/21/2016;Patriots Day;40000000;31886361;49064425
12/25/2011;Extremely Loud and Incredibly Close;40000000;31847881;55247881
7/1/1994;The Shadow;40000000;31835600;31835600
11/10/2010;Morning Glory;40000000;31011732;59795070
11/9/2005;Get Rich or Die Tryin';40000000;30981850;46666955
8/25/2000;The Art of War;40000000;30199105;30199105
12/25/2013;Grudge Match;40000000;29807260;69807260
8/11/2000;Bless the Child;40000000;29374178;40435694
11/23/2005;Rent;40000000;29077547;31670620
4/2/1999;The Out-of-Towners;40000000;28544120;28544120
8/11/2017;The Nut Job 2: Nutty by Nature;40000000;28370522;41084174
8/23/1996;The Island of Dr. Moreau;40000000;27682712;27682712
9/7/2001;The Musketeer;40000000;27053815;27053815
1/27/2017;Resident Evil: The Final Chapter;40000000;26844692;307353906
2/29/2008;The Other Boleyn Girl;40000000;26814957;78269970
6/30/2017;The House;40000000;25584504;31192743
2/16/2001;Sweet November;40000000;25288103;65754228
4/5/2007;The Reaping;40000000;25126214;62226214
1/7/2011;Season of the Witch;40000000;24827228;91126600
6/3/1994;Renaissance Man;40000000;24172899;24172899
5/15/1998;Quest for Camelot;40000000;22772500;38172500
9/6/2002;City by the Sea;40000000;22433915;22433915
1/15/1999;At First Sight;40000000;22365133;22365133
1/16/2004;Torque;40000000;21176322;46176322
11/13/2009;Fantastic Mr. Fox;40000000;21002919;47085064
9/22/1995;Showgirls;40000000;20350754;37750754
2/16/1996;City Hall;40000000;20278055;20278055
2/3/2012;Big Miracle;40000000;20157300;25268680
12/21/2012;The Impossible;40000000;19019882;169590606
3/9/2012;A Thousand Words;40000000;18450127;20790486
10/20/2006;Marie Antoinette;40000000;15962471;60862471
10/6/2000;Get Carter;40000000;14967182;19417182
4/21/1995;Kiss of Death;40000000;14942422;14942422
4/26/2002;Life- or Something Like It;40000000;14448589;14448589
5/15/1987;Ishtar;40000000;14375181;14375181
2/28/1992;Memoirs of an Invisible Man;40000000;14358033;14358033
10/23/2009;Amelia;40000000;14279575;19756077
10/23/2009;Cirque du Freak: The Vampire's Assistant;40000000;14046595;39753957
5/7/2004;New York Minute;40000000;14018364;21215882
3/12/1999;The Deep End of the Ocean;40000000;13508635;13508635
11/5/2004;Alfie;40000000;13395939;35195939
8/30/2002;FearDotCom;40000000;13208023;13208023
11/7/2008;Soul Men;40000000;12082391;12345883
3/20/2015;The Gunman;40000000;10664749;13644292
8/20/1999;Universal Soldier II: The Return;40000000;10447421;10717421
9/25/2009;Pandorum;40000000;10330853;17033431
9/26/2003;Duplex;40000000;9652000;10070651
8/16/2013;Paranoia;40000000;7388654;16173593
8/1/1980;Raise the Titanic;40000000;7000000;7000000
7/10/2015;Baahubali: The Beginning;40000000;6738000;26736665
1/4/2002;Impostor;40000000;6114237;7974607
11/25/2015;Victor Frankenstein;40000000;5775076;33175076
11/27/2002;Extreme Ops;40000000;4835968;12624471
4/6/2001;Just Visiting;40000000;4777007;16172200
6/27/2014;Snowpiercer;40000000;4563029;88069880
7/20/2007;Sunshine;40000000;3688560;32030610
3/11/1994;The Hudsucker Proxy;40000000;2816518;14938149
11/11/2016;Billy Lynn’s Long Halftime Walk;40000000;1738477;25863458
7/1/1986;Pirates;40000000;1641825;6341825
12/12/2008;Delgo;40000000;915840;915840
9/7/2007;The Hunting Party;40000000;876671;7729552
10/13/2006;Alex Rider: Operation Stormbreaker;40000000;659210;20722450
11/20/2009;Red Cliff;40000000;627047;119627047
9/24/2004;The Last Shot;40000000;463730;463730
4/2/2010;The Warlords;40000000;129078;38899792
3/16/2007;Nomad;40000000;79123;79123
4/16/2013;Un monstre à Paris;40000000;0;27000381
11/11/2016;USS Indianapolis: Men of Courage;40000000;0;1641255
12/31/2014;Dragon Nest Warriors' Dawn;40000000;0;196090
12/31/2015;The Crow;40000000;0;0
8/14/2009;The Time Traveler's Wife;39000000;63414846;102332135
6/17/1983;Superman III;39000000;59950623;59950623
2/2/2007;Because I Said So;39000000;42674040;69538833
10/5/2012;Frankenweenie;39000000;35287788;81150788
3/29/1996;Sgt. Bilko;39000000;30356589;37956589
9/30/2005;Serenity;39000000;25514517;40319440
2/20/2004;Against the Ropes;39000000;5881504;6429865
8/23/2013;Yi dai zong shi;38600000;6594959;57987299
6/22/2001;The Fast and the Furious;38000000;144512310;206512310
9/27/2002;Sweet Home Alabama;38000000;127214072;182365114
7/24/2009;The Ugly Truth;38000000;88915214;205298907
8/7/2002;Spy Kids 2: The Island of Lost Dreams;38000000;85846296;119721296
11/18/1994;Star Trek: Generations;38000000;75671262;120000000
6/2/2017;Captain Underpants: The First Epic Movie;38000000;73921000;118781102
4/17/2015;Paul Blart: Mall Cop 2;38000000;71038190;107597242
12/19/1997;Mouse Hunt;38000000;61894591;61894591
12/23/2016;Why Him?;38000000;60323786;117523786
4/22/2011;Water for Elephants;38000000;58709717;116809717
10/8/2010;Life as We Know It;38000000;53374681;105887837
12/29/1999;The Hurricane;38000000;50699241;73956241
9/6/2013;Riddick;38000000;42025135;94763758
3/23/2001;Heartbreakers;38000000;40334024;57753825
5/24/2002;Enough;38000000;39177215;50970660
1/22/2016;The 5th Wave;38000000;34912982;111336398
2/6/2009;Push;38000000;31811527;44411527
9/20/2013;Rush;38000000;26947624;98230839
5/18/2001;Angel Eyes;38000000;24044532;29544532
12/21/2001;Joe Somebody;38000000;22770864;24515990
3/10/2000;The Ninth Gate;38000000;18653746;58394308
9/27/1996;Extreme Measures;38000000;17378193;17378193
9/7/2001;Rock Star;38000000;16991902;19317765
10/14/2011;The Thing;38000000;16928670;27501814
10/20/2017;Only the Brave;38000000;15290467;16025467
2/2/1996;White Squall;38000000;10229300;10229300
10/10/2008;City of Ember;38000000;7871693;17830244
10/31/1997;Switchback;38000000;6504442;6504442
11/30/2001;Texas Rangers;38000000;623374;623374
8/26/2008;Virgin Territory;38000000;0;5473041
5/18/2012;What to Expect When You're Expecting;37500000;41152203;120925697
9/14/2012;The Master;37500000;16247159;58792011
10/10/2008;The Express;37500000;9793406;9813309
11/21/2008;Twilight;37000000;192769854;402280159
8/7/2013;We're the Millers;37000000;150394119;267816276
11/25/2015;Creed;37000000;109767581;173567581
9/17/2010;The Town;37000000;92186262;152566881
9/23/2011;Dolphin Tale;37000000;72286779;96068724
9/12/2008;Burn After Reading;37000000;60355347;168167798
4/23/2004;13 Going On 30;37000000;57139723;97658712
4/4/2008;Nim's Island;37000000;48006762;101857425
2/12/2016;How to be Single;37000000;46843513;99595932
2/26/2010;Cop Out;37000000;44875481;55909910
1/28/2011;The Rite;37000000;33047633;97143987
7/18/2008;Space Chimps;37000000;30105968;67029956
12/17/1999;Magnolia;37000000;22450975;48446802
5/29/2015;Aloha;37000000;21052030;24935799
12/31/2009;Obitaemyy ostrov;36500000;0;15000000
2/11/2011;Gnomeo and Juliet;36000000;99967670;193737977
2/15/2002;John Q;36000000;71026631;102226631
9/17/1999;Blue Streak;36000000;68208190;117448157
10/7/1983;Never Say Never Again;36000000;55500000;160000000
3/26/2010;Hot Tub Time Machine;36000000;50269859;65967750
5/2/1997;Breakdown;36000000;50159144;50159144
9/12/2014;Dolphin Tale 2;36000000;42024533;57824533
12/16/2016;Collateral Beauty;36000000;31016021;85315070
4/4/2003;A Man Apart;36000000;26500000;43797731
2/25/2000;Reindeer Games;36000000;23360779;23360779
12/24/1999;Snow Falling on Cedars;36000000;14378353;14378353
12/20/1996;Ghosts of Mississippi;36000000;13052741;13052741
10/24/1997;Gattaca;36000000;12532777;12532777
1/28/2000;Isn't She Great;36000000;2954405;2954405
1/22/2016;Yip Man 3;36000000;2679437;156835197
5/6/2011;There Be Dragons;36000000;1069334;4020990
4/14/2017;Queen of the Desert;36000000;0;1480089
3/28/2003;Head of State;35200000;37788228;38283765
9/8/2017;It;35000000;325886434;667614988
6/5/2009;The Hangover;35000000;277322503;465764086
11/20/2009;The Blind Side;35000000;255959475;305705794
6/23/1989;Batman;35000000;251188924;411348924
6/10/1999;Austin Powers: The Spy Who Shagged Me;35000000;206040085;312383487
12/22/2010;True Grit;35000000;171243005;252276928
5/15/1992;Lethal Weapon 3;35000000;144731527;319700000
9/18/1998;Rush Hour;35000000;141186864;245300000
2/8/2013;Identity Thief;35000000;134506920;175361578
6/30/2006;The Devil Wears Prada;35000000;124740460;326073155
7/8/2011;Horrible Bosses;35000000;117538559;212417601
3/30/2001;Spy Kids;35000000;112692062;197692062
7/17/2015;Trainwreck;35000000;110038130;140949327
12/13/2013;Saving Mr. Banks;35000000;83299761;114962525
12/7/1979;Star Trek: The Motion Picture;35000000;82258456;139000000
3/28/2008;21;35000000;81159365;159846429
5/9/2008;What Happens in Vegas...;35000000;80277646;218535708
11/15/1991;Cape Fear;35000000;79091969;182291969
11/15/1996;The English Patient;35000000;78716374;231711151
1/16/2009;Hotel for Dogs;35000000;73034460;122213085
3/25/2005;Guess Who;35000000;68915888;102115888
12/21/2012;This is 40;35000000;67544505;90221182
9/19/1997;L.A. Confidential;35000000;64604977;126204977
7/29/2005;Sky High;35000000;63939454;83109359
9/19/1997;In & Out;35000000;63826569;83226569
4/30/2010;A Nightmare on Elm Street;35000000;63075011;117729621
8/18/2000;The Cell;35000000;61280963;85911226
7/7/1995;Species;35000000;60054449;113354449
4/7/2006;The Benchwarmers;35000000;59843754;65063726
10/8/2010;Secretariat;35000000;59699513;60376247
3/13/1998;The Man in the Iron Mask;35000000;56968169;56968169
7/22/2011;Friends with Benefits;35000000;55802754;146595891
5/20/2016;Neighbors 2: Sorority Rising;35000000;55340730;108758521
3/23/2007;TMNT;35000000;54149098;96096018
10/24/2003;Radio;35000000;52333738;53293628
11/25/2009;Old Dogs;35000000;49492060;95104304
11/18/1992;Malcolm X;35000000;48169910;48169910
5/22/2015;Poltergeist;35000000;47425125;95825125
1/23/2009;Underworld 3: Rise of the Lycans;35000000;45802315;89102315
7/29/2005;Must Love Dogs;35000000;43894863;58405313
7/3/2007;License to Wed;35000000;43799818;70187088
2/28/1997;Donnie Brasco;35000000;41954997;65303052
10/17/2008;Max Payne;35000000;40687294;85761789
3/15/2002;Resident Evil;35000000;40119709;103787401
3/26/2004;The Ladykillers;35000000;39692139;77392139
5/6/2011;Something Borrowed;35000000;39046489;65084116
12/1/2006;The Nativity Story;35000000;37629831;46309644
10/28/2011;In Time;35000000;37553932;165103952
4/23/2010;The Back-up Plan;35000000;37490007;75281179
11/9/2011;J. Edgar;35000000;37306030;84606030
11/17/2000;Bounce;35000000;36805288;53425292
5/8/2015;Hot Pursuit;35000000;34580201;45680201
12/25/2015;Concussion;35000000;34531832;50363790
12/3/2004;Closer;35000000;33987757;116177695
12/23/1994;Street Fighter;35000000;33423000;99423000
11/21/2001;Black Knight;35000000;33422806;33422806
7/22/2005;The Bad News Bears;35000000;32868349;33500620
12/27/2002;The Pianist;35000000;32519322;111854182
5/6/2005;House of Wax;35000000;32064800;70064800
10/13/2017;The Foreigner;35000000;31947983;129612531
10/19/2001;From Hell;35000000;31598308;68712365
8/15/2008;Mirrors;35000000;30691439;77220596
2/22/2002;Queen of the Damned;35000000;30307804;30307804
8/20/2010;Nanny McPhee and the Big Bang;35000000;29197642;97799865
1/25/2008;Untraceable;35000000;28687835;52649951
11/21/1990;Predator 2;35000000;28317513;54768418
9/23/2011;Abduction;35000000;28087155;86648359
12/5/1980;Flash Gordon;35000000;27107960;27107960
3/28/2008;Superhero Movie;35000000;26638520;73026302
2/12/1999;Blast from the Past;35000000;26613620;26613620
10/19/2012;Alex Cross;35000000;25888412;35426759
3/26/2004;Jersey Girl;35000000;25266129;37066129
11/21/1997;Midnight in the Garden of Good and Evil;35000000;25078937;25078937
9/16/2016;Bridget Jones’s Baby;35000000;24139805;203555567
11/9/2001;Heist;35000000;23483357;28906817
12/25/1992;Hoffa;35000000;23365858;28391473
3/4/2016;Whiskey Tango Foxtrot;35000000;23083334;24915969
4/9/2004;Ella Enchanted;35000000;22913677;22913677
8/21/2015;Hitman: Agent 47;35000000;22467450;81967450
7/25/2008;The X-Files: I Want to Believe;35000000;20982478;68170792
8/24/2012;Premium Rush;35000000;20275446;31393201
1/18/2013;Broken City;35000000;19701164;34480045
8/19/2005;Valiant;35000000;19478106;64188387
2/23/2000;Wonder Boys;35000000;19389454;33422485
2/25/2005;Cursed;35000000;19294901;25114901
12/21/2007;Walk Hard: The Dewey Cox Story;35000000;18317151;20606053
9/20/2002;The Four Feathers;35000000;18306166;29882645
4/30/2010;Furry Vengeance;35000000;17630465;39340177
1/25/2013;Parker;35000000;17616641;48543388
9/17/2004;Wimbledon;35000000;16862585;41666476
9/15/2000;Bait;35000000;15325127;15471969
12/8/2000;Dungeons and Dragons;35000000;15185241;33771965
11/9/2007;Lions for Lambs;35000000;14998070;63211088
1/18/1991;Flight of the Intruder;35000000;14471440;14471440
5/27/2011;The Tree of Life;35000000;13305665;61721826
8/17/2001;American Outlaws;35000000;13264986;13601109
8/11/2006;Zoom;35000000;11989328;12506188
12/25/2001;The Shipping News;35000000;11405825;24405825
12/18/2009;The Young Victoria;35000000;11001272;31878891
3/28/2014;Sabotage;35000000;10508518;18376443
9/4/1998;Knock Off;35000000;10319915;10319915
9/11/2009;Whiteout;35000000;10275638;12254746
3/6/2015;Unfinished Business;35000000;10219501;12819501
11/22/2006;The Fountain;35000000;10144010;15461638
9/30/2015;The Walk;35000000;10137502;61173364
11/29/2013;Mandela: Long Walk to Freedom;35000000;8323085;29890402
12/5/2008;Punisher: War Zone;35000000;8050977;10157534
9/5/2003;The Order;35000000;7659747;11559747
11/10/2006;A Good Year;35000000;7459300;42064105
3/11/2016;The Brothers Grimsby;35000000;6864016;28721408
11/6/2002;Femme Fatale;35000000;6630252;16830252
10/20/2017;The Snowman;35000000;6526280;34526280
5/2/1997;Warriors of Virtue;35000000;6448817;6448817
9/26/2003;Luther;35000000;5781086;32738814
1/28/2011;Biutiful;35000000;5101237;24687524
2/21/1992;Radio Flyer;35000000;4651977;4651977
4/16/1993;Bound by Honor;35000000;4496583;4496583
4/22/2016;A Hologram for the King;35000000;4212494;11848058
2/28/1997;Smilla's Sense of Snow;35000000;2221994;2221994
10/3/1986;Playing for Keeps;35000000;2000000;2000000
1/1/1980;Lion of the Desert;35000000;1500000;1500000
4/19/1996;Le hussard sur le toit;35000000;1320043;1320043
11/24/1999;Ride With the Devil;35000000;630779;630779
9/14/2012;Stolen;35000000;289773;17967746
10/14/2011;Trespass;35000000;16816;786532
9/22/2006;Bandidas;35000000;0;19282590
3/13/2015;The Lovers;35000000;0;11106
12/31/2008;Black Water Transit;35000000;0;0
12/25/2011;The Darkest Hour;34800000;21443494;62831715
6/28/2017;Baby Driver;34000000;107816745;227376810
9/19/2014;The Maze Runner;34000000;102427862;348319861
4/10/2015;The Longest Ride;34000000;37446117;63802928
9/17/1993;The Age of Innocence;34000000;32014993;32014993
8/14/2009;Gake no ue no Ponyo;34000000;15090399;205312666
9/1/1999;Chill Factor;34000000;11263966;11263966
8/27/1999;The Astronaut's Wife;34000000;10672566;10672566
5/5/2000;I Dreamed of Africa;34000000;6543194;14291999
9/5/2014;Thunder and the House of Magic;34000000;4091;10392666
12/4/1981;Reds;33500000;50000000;50000000
12/11/1992;A Few Good Men;33000000;141340178;236500000
6/2/2000;Big Momma's House;33000000;117559438;173559438
3/16/2001;Exit Wounds;33000000;51758599;79958599
7/8/2016;Mike and Dave Need Wedding Dates;33000000;46009673;75909673
7/27/2012;Step Up Revolution;33000000;35074677;165552290
8/18/2006;Snakes on a Plane;33000000;34020814;62020814
4/16/2004;The Punisher;33000000;33664370;54533774
9/8/2000;The Watcher;33000000;28946615;47267829
4/27/2012;Safe;33000000;17142080;41495213
3/14/2008;Doomsday;33000000;11008770;21621188
4/23/1999;Pushing Tin;33000000;8408835;8408835
5/12/2006;Goal! The Dream Begins;33000000;4283255;27610873
7/31/2015;The Young and Prodigious T.S. Spivet;33000000;176847;357687
10/30/2015;Freaks of Nature;33000000;0;0
5/25/1983;Star Wars Ep. VI: Return of the Jedi;32500000;309205079;572705079
5/13/2011;Bridesmaids;32500000;169106725;289527030
12/10/2008;The Reader;32500000;34194407;112964875
4/26/2013;The Big Wedding;32500000;21819348;48425971
2/24/2012;Wanderlust;32500000;17288155;24159934
11/7/2003;Elf;32000000;173398518;220236410
7/5/1996;Phenomenon;32000000;104636382;152036382
6/12/2013;This is the End;32000000;101470202;126539117
1/18/2002;Snow Dogs;32000000;81150692;116898028
6/16/2006;Nacho Libre;32000000;80197993;99296462
11/23/1988;Scrooged;32000000;59450353;59450353
8/27/2010;Takers;32000000;57744720;70587268
4/1/2011;Source Code;32000000;54712227;140428499
9/10/1999;Stigmata;32000000;50041732;89441732
11/10/2000;Men of Honor;32000000;48814909;82339483
9/2/2005;The Transporter 2;32000000;43095856;88978458
2/18/2011;Big Mommas: Like Father- Like Son;32000000;37915414;82332450
1/15/1993;Alive;32000000;36299670;36299670
2/23/2007;The Number 23;32000000;35193167;77593167
12/14/1979;1941;32000000;34175000;94875000
10/21/2005;Dreamer: Inspired by a True Story;32000000;33022286;39498360
9/23/2005;A History of Violence;32000000;31493782;61477797
3/15/2013;The Incredible Burt Wonderstone;32000000;22537881;27392609
2/10/1995;The Quick and the Dead;32000000;18552460;18552460
4/30/2004;Laws of Attraction;32000000;17848322;29948322
9/3/2010;Going the Distance;32000000;17804299;43603990
10/22/1999;Bringing Out The Dead;32000000;16640210;16640210
3/19/2010;Repo Men;32000000;13942007;18195238
9/14/2007;Dragon Wars: D-War;32000000;10977721;79915361
9/6/1996;Bogus;32000000;4357406;4357406
3/26/1997;Cats Don't Dance;32000000;3588602;3588602
12/8/1999;Cradle Will Rock;32000000;2899970;2899970
12/15/2006;The Good German;32000000;1308696;6678033
12/31/2004;George and the Dragon;32000000;0;0
8/15/1979;Apocalypse Now;31500000;78800000;81250488
4/15/2016;Criminal;31500000;14708696;38771262
11/2/2012;Flight;31000000;93772375;160558438
12/29/1995;Mr. Holland’s Opus;31000000;82582604;106282604
12/18/1985;Out of Africa;31000000;79096868;258210860
6/29/1979;Moonraker;31000000;70300000;210300000
3/7/2014;The Grand Budapest Hotel;31000000;59076019;164350409
7/29/2015;Vacation;31000000;58884188;100655892
7/18/1990;Arachnophobia;31000000;53208180;53208180
4/28/2000;Frequency;31000000;44983704;68079671
9/28/2001;Hearts in Atlantis;31000000;24185781;30885781
1/22/2010;Extraordinary Measures;31000000;12482741;15826984
10/20/1995;Get Shorty;30250000;72021008;115021008
6/8/1984;Ghostbusters;30000000;242212467;295212467
11/22/1995;Toy Story;30000000;191796233;364545516
12/27/2002;Chicago;30000000;170687518;306770545
6/25/1999;Big Daddy;30000000;163479795;228641283
8/10/2001;American Pie 2;30000000;145096820;286500000
2/10/2012;The Vow;30000000;125014030;197618160
6/10/1994;Speed;30000000;121248145;283200000
3/2/1990;The Hunt for Red October;30000000;120709866;200500000
8/16/2013;Lee Daniels' The Butler;30000000;116632095;177025498
9/29/2000;Remember the Titans;30000000;115654751;136706683
8/14/2009;District 9;30000000;115646235;212453431
6/18/2004;Dodgeball: A True Underdog Story;30000000;114326736;167791704
11/22/1991;The Addams Family;30000000;113502246;191502246
